REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,SWISS_BANK_PROGRAM,USAO,COUNTRY,FINANCIAL_INSTITUTION,CASE_NAME,CASE_ID,DOCKET_NO,DATE,JUDGMENT_DATE,PLEA_DATE,TICKER,US_PUBLIC_CO,ADDITIONAL_REGULATORY_FINE_OR_PAYMENT,COMMUNITY_SERVICE_OR_OTHER,FINE,FORFEITURE_DISGORGEMENT,PROBATION_LENGTH,RESTITUTION,TOTAL_PAYMENT,ACCEPTS_RESPONSIBILITY,AGREEMENT_REQUIRED_NEW_POSITIONS,AGREEMENT_REQUIRED_OUTSIDE_AUDITORS_OR_EXPERTS,CITATION_AND_DESCRIPTION,CIVIL_JUDGMENT_OR_SETTLEMENT,COMPLIANCE_PROGRAM_DESCRIPTION,COMPLIANCE_PROGRAM_REQUIRED_BY_AGREEMENT,COMPLIANCE_REQUIRED_BY_REGULATORS,CRIME_DESC,DESCRIPTION_OF_PAYMENTS,DOES_AGREEMENT_DISCUSS_REASONS_OR_RELEVENT_CONSIDERATIONS_FOR_LENIENCY,DOJ_CAN_UNILATERALLY_TERMINATE,FINE_CALCULATION_INCLUDED,FINE_DESCRIPTION,INDEP_MONITOR_REQUIRED,MUST_COMPORT_WITH_USSG_OR_AUDIT_COMPLIANCE,OTHER_AGREEMENT,OTHER_AGREEMENT_REQUIRED_GOVERNANCE_CHANGES,OTHER_COMPLIANCE_OFFICER_OR_CONSULTANT_REQUIRED,PARALLEL_CIVIL_SUIT,PARALLEL_REGULATORY_ACTION_OR_LOCAL_PROSECUTOR,PRE_AGREEMENT_COMPLIANCE,PRE_AGREEMENT_COMPLIANCE_DESCRIPTION,PRIVACY_WAIVER,REGULATORY_DISGORGEMENT_RESTITUTION_FORFEITURE,REGULATORY_FINE,REG_AGENCY,STATEMENT_OF_FACTS,TOTAL_REGULATORY,UNRELATED_TERMS,AGMT_YEAR,SOURCE,NOTES
1400,Food King Inc.,plea,Import / Export,,Connecticut,United States,No,USA v. Food King Inc. et al,3:05-cr-00318,18,2006-04-28,2006-04-28,2005-12-15,,No,,,0,48575,24,0,48575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
1401,Food Wholesalers Inc.,plea,FDCA / Pharma,,Florida - Middle District,United States,No,USA v. Food Wholesalers Inc.et al,8:06-cr-00128,31,2006-10-06,2006-10-06,2006-04-07,,No,,,1500,,0,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
1402,"For Your Health, Inc.",plea,Fraud - General,,Ohio - Southern District,United States,No,USA v. Suen,2:02-cr-00128,15,2003-01-28,2003-01-28,2002-07-30,,No,,,1000,,36,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
1403,Forest Hill Inc.,plea,Immigration,,Arkansas - Western District,United States,No,USA v. Forest Hill Inc.,3:04-cr-30001,8,2004-03-15,2004-03-15,2004-01-21,,No,,,10000,,36,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
680,Forest Laboratories,NP,FDCA / Pharma,No,"Massachusetts,USDOJ - Civil Division - Office of Consumer Litigation",United States,No,,,,2010-09-15,,,,Yes,0,,0,,,0,0,Yes,No,No,"Yes (retaliation claim under FCA, United States of America, ex rel. Gobble v. Forest Laboratories, 729 F. Supp. 2d 446, see civil settlement agreement and other cases listed), (securities class action, In re Forest Laboratories, Inc. Securities Litigation, 2007 WL 5125223, Docket No. 1:05-cv-02827-RMB-DCF, settlement), (derivative shareholder action, In re Forest Laboratories, Inc. Derivative Litigation, 450 F. Supp. 2d 379, case dismissed), (class action, In re Celexa and Lexapro Marketing and Sales Practice Litigation, 751 F. Supp. 2d 277, Docket No.1:09-md-02067-NMG, ongoing) Settlement for Gobble: $10,948,312, settlement for Piacentile included in Gobble's settlement, settlement for Constance Conrad: $3,664,758 - NOTE: all paid from Federal Settlement fund; Settlement for Securities: $65,000,000",65000000,"Compliance is contingent upon satisfying obligations in Corporate Integrity Agreement: Board meets quarterly to review compliance program, retain a independent compliance expert to review compliance program, training; engagement of independent review organization to perform reviews; disclosure mechanism, compliance officer maintains disclosure log; Field Force Monitoring and Review Efforts; Non-Promotional Monitoring Program; Consultant Monitoring Program; needs assessment process for Publication Activities",Yes,Yes,"Misbranding - Illegal promotion of non-approved drugs, False Claims Act",,Yes; based on Forest Pharmaceuticals fulfilling obligations in plea agreement.,,No,"Separate criminal fines of $150,000,000 pursuant to conviction and forefeiture of $14,000,000 pursuant to conviction. Civil settlement of $88,000,000 to federal government and $60,000,000 to states (Medicaid Participating States)",No,No,,No,Yes,Yes,Yes; OIG-HHS (See Corporate Integrity Agreement and Civil Settlement Agreement),Yes,"Yes; See Corporate Integrity Agreement: compliance officer, complicance committee, code of conduct, compliance policies and procedures, disclosure program",No,149148000,0,Dept. of Justice - Federal Bureau of Investigation (FBI); Dept. of Health & Human Services - Office of the Inspector General; Dept. of Veterans Affairs (VA); Office of Personnel Management,No,149148000,None,2010,,"Civil Settlement Agreement found here: http://www.justice.gov/civil/cpb/cases/cases/ForestPharm/Forest%20settlement%20agreement%20--%20signed.pdf. Corporate Integrity Agreement found here: http://oig.hhs.gov/fraud/cia/agreements/forest_laboratories_inc_09152010.pdf. Other cases settled by civil settlement agreement (couldn't find them on Westlaw or bloomberg): State of California ex rel. Jim Conrad v. Forest Pharmaceuticals, Inc. No. 34-2008-00026648; State of Florida ex rel. Jim Conrad and Constance A. Conrad v. Forest Pharmaceuticals, Inc. No. 2006CA1726; State of Texas ex rel. Jim Conrad and Connie Conrad v. Forest Pharmaceuticals, Inc. No.D-1-GV-06-00-1880. Additional civil case related to fixing the results of Celexa: United States ex rel. Pigott v. Forest Laboratories, Inc. No. 1:11-cv-00717 (couldn't find on Westlaw or Bloomberg)"
293,"Forest Pharmaceuticals, Inc.",plea,FDCA / Pharma,,"Massachusetts,USDOJ - Civil Division - Office of Consumer Litigation",United States,No,USA v. Forest Pharmaceuticals Inc.,1:10-cr-10294,19,2011-03-03,2011-03-03,2010-09-15,,No,150000000,,150000000,14000000,0,0,164000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1404,Forex Inc.,plea,Fraud - General,,Ohio - Northern District,United States,No,United States of America v. Oh et al,1:04-cr-00448,68,2005-02-16,2005-02-16,2005-02-16,,No,,,0,0,0,172201,172201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
3091,"Formulife, Inc.",plea,Food,,Tennessee - Western District,United States,,"UNITED STATES OF AMERICA v. FORMULIFE, INC.",2:16-cr-20106,,2016-05-18,2016-05-13,2016-05-13,,No,,,10000,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,
772,Forrester Construction Co.,NP,Fraud - General,No,District of Columbia,United States,No,,,,2014-12-12,,,,No,0,0,2150000,0,24,0,2150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,
1405,Forsyth Enterprises Inc.,plea,Fraud - General,,Virginia - Western District,United States,No,USA v. Forsyth et al,3:00-cr-00039,109,2005-12-19,2005-12-19,2005-11-29,,No,,,0,,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1406,Fort Myer Construction Co.,plea,Fraud - General,,District of Columbia,United States,No,USA v. Fort Myer,1:03-cr-00081,6,2003-04-14,2003-04-14,2003-03-14,,No,300000,,300000,,60,300000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
1407,Foss Therapy Services Inc.,plea,Fraud - General,,USDOJ - Criminal Division (California - Central District),United States,No,USA v. Foss Therapy Services Inc.et al,2:08-cr-01088,57,2009-03-27,2009-03-27,2008-09-15,,No,,,50000,,60,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1408,Four L's Inc.,plea,FDCA / Pharma,,Illinois - Southern District,United States,No,USA v. Four L's Inc,3:09-cr-30183,21,2010-05-14,2010-05-14,2010-01-14,,No,,,16000,,60,1105,17105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1409,"Four Seasons Property Services, LLC",plea,Other,,New York - Northern District,United States,No,"USA v. Four Seasons Property Services, LLC",1:13-cr-00290,5,2013-11-14,2013-11-14,2013-07-26,,No,375,0,100000,0,24,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
1410,Fox Grill Inc.,plea,Other,,Ohio - Northern District,United States,No,United States of America v. Fox Grill Inc.,1:04-cr-00182,11,2004-06-30,2004-06-30,2004-04-28,,No,,,0,,0,24960,24960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
1411,Foxtronix Inc.,plea,False Statements,,Ohio - Southern District,United States,No,USA v. Foxtronix Inc,3:04-cr-00172,9,2005-04-25,2005-04-25,2004-12-09,,No,,,18000,,0,23124,41124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1412,Frazer and Jones Co. Inc.,plea,Environmental,,New York - Northern District,United States,No,USA v. Frazer and Jones Company Inc.,5:08-cr-00698,5,2008-12-10,2008-12-10,2008-11-26,,No,,,250000,,0,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
294,"Fred N. Durante Jr. General Contractor, Inc.",plea,Environmental,,Connecticut,United States,No,USA v. Welling,3:02-cr-00105,31,2002-12-16,2002-12-16,2002-08-30,,No,,,0,,36,132000,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1413,Freedman Farms Inc.,plea,Environmental,,"North Carolina - Eastern District,other gov't,USDOJ",United States,No,USA v. Freedman Farms Inc.,7:10-cr-00015,191,2012-02-13,2012-02-13,2011-07-06,,No,,,500000,,60,0,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
2590,"Freedom Industries, Inc.****",plea,Environmental,,West Virginia - Southern District,United States,No,"United States of America v. Freedom Industries, Inc.",2:14-cr-00275,32,2016-02-19,2016-02-19,2015-03-24,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,Filed for bankruptcy; plea agreement recognized bankruptcy court best suited to determine probation length
1414,Fresh King Inc.,plea,Fraud - General,,Florida - Southern District,United States,No,USA v. Fresh King Inc.et al,1:08-cr-20416,230,2009-04-15,2009-04-15,2008-12-23,,No,,,0,,60,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
681,Friedman's Inc.,NP,Fraud - Securities,No,New York - Eastern District,United States,No,,,,2005-11-01,,,,No,0,2000000,0,,36,,2000000,Yes,"Yes; Compliance Officer, create Audit Committee, Nomination Committee, Compensation Commitee",No,"Yes (breach of implied covenant, breach of fiduciary duty, In re Friedman's Inc., 385 B.R. 381, settlement) (securities class action, In re Friedman's Inc. Securities Litigation, 385 F. Supp. 2d 1345, settlement) (derivative action, In re Friedman's, Inc. Derivative Litigation, 386 F. Supp. 2d 1355, dismissed) Settlement for trustee adversary proceeding is sealed on Bloomberg Docket No. 05:-40129-LWD; Settement for securities class action: $14,900,000",14900000,"Have number of independent directors required under NYSE rules; creation of audit committee, nomination committee and compensation committee, establish centralized, analytics-based approach to credit, and develop a more accurate account-aging strategy, estbalish a compliance committee and chief compliance officer, comprehensive ethics program, quarterly report",Yes,Yes; Corporate Integrity Agreement,Securities fraud; consp to commit bank and wire fraud,,"Yes; remedial actions, cooperation, payment.",Yes,No,$2M to the United States Postal Inspection Service Consumer Fraud Fund (plus any difference between $2M and >$2M total amount paid to other governmental agencies as part of bankruptcy),No,No,,"Yes; ""establish a centralized, analytics-based approach to credit, and develop a more accurate account-aging strategy"")",Yes,Yes,"Yes; SEC (injunction from future violations of the antifraud, reporting, books and records and internal control provisions of federal securities law)",Yes,"Yes; Internal investigation; sharing of results of investigation, including attorney-client privileged information; removal of involved officers / employees ""a new Chief Executive Officer, a new President and Chief Operating Officer, a new Chief Administrative Officer and General Counsel, an interim Chief Financial Officer, and an Executive Vice President of Stores""; appointment of new management; cooperation with ongoing investigations; established an internal Ethics Committee",Yes,0,0,Securities and Exchange Commission (SEC),Yes,0,"Yes; Can object to corporate charter for any reorganized entity emerging from bankruptcy ""on any basis"" and in exercise of sole discretion)",2005,,See SEC Litigation: http://www.sec.gov/litigation/litreleases/lr19477.htm
1415,Friend Tire Co. Inc,plea,Fraud - Tax,,Missouri - Western District,United States,No,USA v. Friend Tire,3:01-cr-05005,11,2001-08-07,2001-08-07,2001-02-09,,No,,,100000,,0,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
295,"Friesses Minnow Farm, Inc.",plea,Wildlife,,Wisconsin - Western District,United States,No,United States of America v. Friesses Minnow Farm Inc.,3:09-cr-00133,15,2010-01-04,2010-01-04,2010-01-04,,No,0,0,4000,0,24,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1416,Frontier Pharmaceutical Distributors Inc.,plea,Fraud - Health Care,,Ohio - Northern District,United States,No,USA v. Frontier Pharm Dist,1:03-cr-00161,12,2003-09-25,2003-09-25,2003-04-23,,No,,15000,32000,,0,,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
682,"Frosty Treats, Inc.",NP,Other,No,Missouri - Western District,United States,No,,,,2007-09-01,,,,No,0,,,,24,,0,,,,,,,No,,Obstruction of mail,,.,,,"$47,555 to six private individuals",No,,,,No,No,,No,No; None cited,,,,Dept. of Justice - Federal Bureau of Investigation (FBI),,0,Yes; Stop operating its recruitment program for foreign students at all of its U.S. locations for the next two years,2007,FOIA request,
1417,Fruits International Inc.,plea,Other,,Puerto Rico,United States,No,USA v. Fruits International,3:02-cr-00048,5,2002-02-05,2002-02-05,2002-01-30,,No,,75000,25000,,0,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1418,Fujicolor Processing,plea,Environmental,,Texas - Northern District,Japan,No,USA v. Fujicolor Processing Inc,3:07-cr-00181,10,2007-09-06,2007-09-06,2007-09-06,,No,,,200000,,0,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
296,Fujikura LTD,plea,Antitrust,,USDOJ - Antitrust Division - National Criminal Enforcement Section,Japan,No,United States of America v. Fujikura LTD,2:12-cr-20254,11,2012-06-21,2012-06-21,2012-06-21,,No,,,20000000,,0,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1419,Fujitrans Corp.,plea,Act to Prevent Pollution from Ships,,"California - Central District,Oregon",Japan,No,USA v. Fujitrans Corporation,3:04-cr-00531,11,2005-02-08,2005-02-08,2005-02-03,,No,,,335000,,36,,335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1420,Fulcrum Services Inc.,plea,Money Laundering,,Florida - Middle District,United States,Yes,USA v. Fulcrum Services,8:02-cr-00172,16,2002-08-13,2002-08-13,2002-05-01,,No,,,0,,60,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1421,Fulton & Associates Inc.,plea,Other,,Virginia - Eastern District,United States,No,USA v. Fulton & Associates Inc.,1:06-cr-00202,10,2006-05-17,2006-05-17,2006-05-17,,No,,,8000,,0,6854,14854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
1422,Furukawa Electric Co.,plea,Antitrust,,MIchigan - Eastern District,Japan,No,United States of America v. Furukawa Electric Company Limited,2:11-CR-20612,11,2011-11-14,2011-11-14,2011-11-14,,Yes,,,200000000,,0,0,200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1423,G Products Inc.,plea,False Statements,,USDOJ - Criminal Division,United States,No,USA v. G Products Inc et al,3:03-cr-01816,30,2003-12-09,2003-12-09,2003-07-09,,No,,,5000,,12,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
1424,G&K Services Inc.,plea,Environmental,,Ohio - Southern District,United States,No,USA v. G&K Services Inc.,4:10-cr-00106,18,2011-01-07,2011-01-07,2010-09-02,,Yes,,,450000,,0,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
2809,G&S Machine Co. Inc.,plea,Other,,Wisconsin - Eastern District,United States,No,USA v. G&S Mach Co Inc,2:00-cr-00064,7,2000-08-18,2000-08-18,2000-03-24,,No,,,,,60,126271,126271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PACER,
1425,G. S. Electech Inc.,plea,Antitrust,,USDOJ - Antitrust Division (Washington D.C.),Japan,No,United States of America v. G. S. Electech Inc,2:12-cr-20215,9,2012-05-16,2012-05-16,2012-05-06,,No,,,2750000,,0,0,2750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1426,G.B. Enterprises Inc.,plea,Fraud - General,,Washington - Western District,United States,No,USA v. G.B. Enterprises Inc.,2:04-cr-00172,13,2004-06-25,2004-06-25,2004-04-13,,No,,,500000,,36,35505209,36005209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
1427,G.E. Robinson Trucking Company Inc.,plea,Fraud - General,,Georgia - Northern District,United States,No,USA v. G.E. Robinson Trucking Company Inc.,1:05-cr-00022,10,2005-06-07,2005-06-07,2005-02-22,,No,,,32000,,60,37043,69043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2810,"G.K. Industries, Ltd.",plea,Import / Export,,New York - Western District,United States,No,USA v. G.K. Industries Ltd.,1:00-cr-00209,8,2001-04-27,2001-04-27,2000-11-03,,No,302000,0,0,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
297,G.S. Care Corp.,plea,Fraud - General,,Florida - Middle District,United States,No,USA v. Haught et al,8:02-cr-00019,248,2002-08-13,2002-08-13,2002-05-01,,No,,,0,,60,757067,757067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
2811,G.W.D. TRUCKING Co.,dismissal,Fraud - General,,New Jersey,United States,No,USA v. G.W.D. TRUCKING COMPANY et al,1:04-cr-00319,0,,,2004-05-27,,No,,,,,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACER,
1428,G13 Handblown Inc.,plea,Controlled substances / Drugs / Meth Act,,Virginia - Eastern District,United States,No,USA v. G13 Handblown Inc.,2:04-cr-00139,8,2005-01-13,2005-01-13,2004-10-12,,No,,,1000,,36,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1429,GAF Financial Services Inc.,plea,Money Laundering,,Florida - Southern District,United States,Yes,USA v. GAF Financial Servic,0:05-cr-60141,65,2005-10-21,2005-10-21,2005-08-12,,No,,,0,,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1430,"GB Check Cashing, LLC",plea,Fraud - Accounting,,New Jersey,United States,Yes,USA v. GB CHECK CASHING LLC,1:13-cr-00457,4,2013-07-12,2013-07-12,2013-07-11,,No,400,0,0,1086894,12,0,1086894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
1431,GCC Alliance Concrete Inc.,plea,Antitrust,,USDOJ - Antitrust Division (Chicago),United States,No,USA v. GCC Alliance Concrete Inc,5:11-cr-04071,38,2012-03-14,2012-03-14,2012-03-14,,No,,,100000,,18,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
683,"GE Funding Capital Market Services, Inc.",NP,Antitrust,No,USDOJ - Antitrust Division,United States,Yes,,,,2011-12-23,,,,Yes,30000000,,40000000,,12,30000000,70000000,Yes,No,No,,,,No,No,Antitrust violations,,"Yes; admissions, cooperation, monetary commitments, ""extensive"" remediation.",Yes,No,TOTAL: $70.4M; $34.25 million settlement for affected state agencies and not-for-profits ($30M restitution and $1.25M civil penalty and $3M in fees and costs of investigation); Pay restitution to any person or entity injured as a result of antitrust violations,No,No,,No,No,No,Yes; SEC; IRS,Yes,Yes; Cites extensive remediation,No,69000000,1250000,Securities and Exchange Commission (SEC); Dept. of the Treasury - Internal Revenue Service (IRS); Dept. of Justice - Federal Bureau of Investigation (FBI); Federal Reserve; Dept. of the Treasury - Office of the Comptroller of the Currency (OCC),Yes,70250000,No,2011,,"Article about settlement with states: http://www.mass.gov/ago/news-and-updates/press-releases/2011/2011-12-23-ge-funding-settlement.html. NOTE: State municipalities filed class action: Hinds County, Miss. V. Wachovia Bank N.A., 790 F. Supp. 2d 106, consolidated as In re: Municipal Derivatives Litigation, 560 F. Supp. 2d 1386, settled for $35.25M."
3040,"GNC Holdings, Inc.",NP,FDCA / Pharma,No,Texas - Northern District|USDOJ - Consumer Protection Branch,United States,No,,,,2016-12-07,,,,Yes,,,2250000,,,,2250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,DOJ (see: https://www.justice.gov/opa/press-release/file/916091/download),
1432,GSHC Corp.,plea,Immigration,,California - Northern District,United States,No,USA v. Reyes et al,3:00-cr-00390,23,2001-01-17,2001-01-17,2000-08-04,,No,0,,84000,0,36,0,84000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
1433,GWC Valve International Inc.,plea,Import / Export,,California - Eastern District,United States,No,USA v. GWC Valve International Inc.,1:10-cr-00269,34,2011-05-12,2011-05-12,2011-05-09,,No,,,300000,410833,60,0,710833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1434,Galatia Medical Center Corp.,plea,Fraud - Health Care,,Illinois - Southern District,United States,No,USA v. Bedi et al,4:09-cr-40048,109,2010-04-06,2010-04-06,2009-04-11,,No,,,0,,12,49015,49015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
298,"Galaxy Aviation Services, Inc.",plea,Fraud - General,,Georgia - Middle District,United States,No,UNITED STATES OF AMERICA v. Todd et al,5:10-cr-00058,113,2011-07-01,2011-07-01,2011-02-24,,No,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
299,"Galerie Des Numismatique, LTD.",plea,Fraud - General,,New York - Eastern District,United States,No,USA v. Numisgroup Intl et al,9:00-cr-00352,392,2003-02-11,2003-02-11,2003-02-03,,No,,,0,,0,80471,80471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
3128,Gallia Graeca Shipping Ltd,plea,Act to Prevent Pollution from Ships,,Washington - Western District,United States,,USA v. Angelakos (Hellas) S.A. et al,2:16-cr-00062,,2016-10-21,2016-10-21,,,No,,100000,750000,,,,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,Plea agreement not available via PACER
1435,Gambro Supply Corp.,plea,Fraud - Health Care,,Missouri - Eastern District,United States,No,USA v. Gambro Supply Corp.,4:04-cr-00660,8,2004-12-02,2004-12-02,2004-12-02,,No,,,25000000,,36,,25000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
1436,Game Trails LLC,plea,Wildlife,,Kentucky - Western District,United States,No,USA v. Game Trails LLC et al,4:09-mj-00004,16,2009-03-24,2009-03-24,2009-03-19,,No,,,35000,,0,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
300,"Gannon & Scott, Inc.",plea,Fraud - General,,New Jersey,United States,No,USA v. GANNON & SCOTT INC.,2:04-cr-00594,9,2005-01-26,2005-01-26,2004-08-24,,No,,,5000,,12,291181,296181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1437,Garcia Labor Co.,plea,Immigration,,Ohio - Southern District,United States,No,USA v. Garcia Labor Company Inc.et al,1:06-cr-00079,68,2007-03-02,2007-03-02,2006-09-27,,No,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1438,Garcia Labor Co. of Ohio Inc.,plea,Immigration,,Ohio - Southern District,United States,No,USA v. Garcia Labor Company Inc.et al,1:06-cr-00079,70,2007-03-02,2007-03-02,2006-09-27,,No,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2592,"Garcia Shrimp Co., LLC",plea,Wildlife,,"Louisiana - Eastern District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,No,"USA v. Garcia Shrimp Co., LLC",2:15-cr-00080,21,2015-09-24,2015-09-24,2015-05-07,,No,400,0,150000,0,36,0,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,PACER,
1439,Garcia's Distributor Inc.,plea,Immigration,,Arkansas - Western District,United States,No,USA v. Acambaro Mexican Restaurant Inc. et al,5:08-cr-50009,40,2009-04-30,2009-04-30,2009-04-30,,No,,,20000,,24,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1440,Garden State Tobacco Co.,plea,Environmental,,Pennsylvania - Eastern District,United States,No,USA v. GARDEN STATE TOBACCO CO. et al,2:04-cr-00258,18,2004-09-21,2004-09-21,2004-05-06,,No,,,500000,,48,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
1441,Garfield Foundation,plea,Obstruction of Justice,,Wisconsin - Eastern District,United States,No,USA v. Garfield Foundation Inc.et al,2:04-cr-00297,12,2005-07-22,2005-07-22,2011-01-05,,No,,,25000,,0,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1442,Garibaldi Mexican Restaurant Inc.,plea,Immigration,,Arkansas - Western District,United States,No,USA v. Acambaro Mexican Restaurant Inc. et al,5:08-cr-50009,41,2009-04-30,2009-04-30,2009-04-30,,No,,,25000,,24,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1443,Garlick Helicopters Inc.,plea,Fraud - General,,Montana,United States,No,USA v. Garlick et al,9:06-cr-00067,36,2007-11-16,2007-11-16,2007-04-19,,No,,,12000,,0,0,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1444,Garrison Protective Services Inc.,plea,False Statements,,Florida - Southern District,United States,No,USA v. Garrison Protective,1:01-cr-01113,13,2002-07-19,2002-07-19,2002-01-23,,No,,,0,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
301,Gary Wayne Corp.,plea,Import / Export,,Texas - Western District,United States,No,USA v. Corp,3:01-cr-01707,22,2002-01-31,2002-01-31,2002-01-09,,No,,,0,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1445,Gas Arc Supply Inc.,plea,Environmental,,Pennsylvania - Eastern District,United States,No,USA v. GAS ARC SUPPLY INC.,2:01-cr-00080,6,2002-07-08,2002-07-08,2002-07-03,,No,,,15000,,0,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
302,Gate Engineering Corp.,plea,Fraud - General,,USDOJ - Antitrust Division,Puerto Rico,No,USA v. Gate Engineering Corporation et al,3:05-cr-00178,23,2006-09-14,2006-09-14,2005-05-19,,No,,,250000,,0,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
2812,Gatliff Coal Co.,plea,Environmental,,Tennessee - Eastern District,United States,No,USA v. Gatliff Coal Company et al,3:00-cr-00107,10,2000-12-18,2000-12-18,2000-07-13,,No,,1799999,17000,,,,1816999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PACER,
1446,Gatorama Inc.,plea,Wildlife,,Florida - Middle District,United States,No,USA v. Register et al,2:01-cr-00023,34,2001-08-08,2001-08-08,2001-04-03,,No,,,3500,,0,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
