name,tel,url,addr1,addr2,city,zip,longitude,latitude
Arcadia Fine Arts,(212) 965-1387,http://www.arcadiafinearts.com/home.html,51 Greene St,,New York,10013,-74.00191255,40.72233561
Archibald Arts,(212) 247-5087,http://www.archibaldarts.com/,602 10th Ave,,New York,10036,-73.99447222,40.76045676
Archive Consulting & Management Services,(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,511 W 25th St,,New York,10001,-74.00406816,40.74945619
Ariel Meyerowitz Gallery,(917) 685-0089,http://www.arielmeyerowitz.com/,4720 Center Blvd.,Suite #2005,Long Island City,11109,-73.9572054,40.74562272
Ariston Development Group,(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,78 Horatio St,,New York,10014,-74.00720672,40.73863045
Arleen G Becker Gallery Inc,(347) 525-7074,http://www.agbgallery.com/,200 Lexington Avenue,,New York,10022,-73.98078712,40.74557328
Art & Interiors Inc,(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,979 3rd Ave,,New York,10022,-73.96625646,40.76095558
Art Advice Corporate Art Consultants,(212) 683-5611,http://www.artadvice-ny.com/,200 E 33rd St,Lbby,New York,10016,-73.97844633,40.74457207
Art Advisory Svces Inc,(212) 935-1272,http://www.artadvisoryservices.com/,530 Park Ave,,New York,10065,-73.96938236,40.76400119
Art Asap,(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,444 W 50th St,,New York,10019,-73.99102179,40.76416275
Art Auction Advisory Svces,(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,530 Park Avenue,,New York,10065,-73.96934511,40.76406092
Art Avenues Inc,(212) 874-6305,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,240 W End Ave,,New York,10023,-73.98484183,40.77886825
Art Finds,(212) 724-4132,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,140 Riverside Dr,,New York,10024,-73.97973389,40.79017492
Blumka Gallery,(212) 734-3222,http://www.blumkagallery.com/,209 E 72nd St,,New York,10021,-73.95986032,40.76968728
Art Gallery & Custom Framing,(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,799 Broadway,,New York,10003,-73.99179293,40.73243385
Art In General,(212) 219-0473,http://www.artingeneral.org/,79 Walker St,,New York,10013,-74.00187734,40.7180947
Art Loft Gallery,(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,199 Lafayette St,,New York,10012,-73.99773834,40.72119226
Art Merchandising and Media Inc,(212) 759-0777,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,26 E 64th St,Bsmt,New York,10021,-73.96958163,40.76668459
Art Metaphysics Education,(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,323 W 39th St,,New York,10018,-73.99233661,40.75606799
Art Placement International,(212) 517-8740,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,957 Park Ave,Apt 5W,New York,10028,-73.95878267,40.77733033
Art Projects International Inc,(212) 343-2599,http://www.artprojects.com/,429 Greenwich St,Ph,New York,10013,-74.00940343,40.72229804
Art Resources Transfer Inc,(646) 486-2387,http://www.artresourcestransfer.org/,210 11th Ave,,New York,10001,-74.00595091,40.74998457
Art Student Showcase Inc,(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,248 Lafayette St,,New York,10012,-73.99720726,40.72310856
Art Vue,(212) 995-2008,http://www.artvue.com/,441 3rd St,,Brooklyn,11215,-73.98009836,40.67152952
Art Wise,(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,133 W 25th St,,New York,10001,-73.993242,40.74498904
Arte Primitivo-Howard S Rose Gallery,(212) 570-6999,http://www.arteprimitivo.com/,3 E 65th St,,New York,10021,-73.9692938,40.76784299
Artefina International Inc,(718) 946-7948,http://www.nyc.com/arts__attractions/artefina_international_inc.1933/whats_nearby.aspx,246 Avenue U,,Brooklyn,11223,-73.97523366,40.59654737
Artemis Fine Arts Inc,(212) 288-8488,http://newyork.maplist.org/viewthread.php?tid=414560,23 E 73rd St,,New York,10021,-73.96520339,40.7727904
Artenova Ltd,(212) 581-8815,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,1780 Broadway,,New York,10019,-73.98126403,40.76647975
Arterres,(212) 343-1196,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,242 Lafayette St,,New York,10012,-73.99715508,40.72287262
Artique-the Art of Framing Inc,(212) 665-0549,http://www.artiqueonline.com/,2580 Broadway,,New York,10025,-73.97067461,40.79532709
Artist Prod Gallery,(212) 477-5699,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,448 Broadway,,New York,10013,-74.0008502,40.72034082
Artists Space,(212) 226-3970,http://www.artistsspace.org/,38 Greene St,,New York,10013,-74.0018757,40.72169943
Artlife Gallery,(212) 255-9900,http://www.yellowspinny.com/artlife+gallery/bus-42410/,155 Ave of the Americas,,New York,10013,-74.00476655,40.725415
Art-Lore Inc,(718) 389-7988,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,1155 Manhattan Ave,,Brooklyn,11222,-73.95578569,40.73806576
Artrepreneur,(212) 861-3156,http://www.theartrepreneur.com/,945 5th Ave,,New York,10021,-73.96511389,40.77469948
Arts Action Research,(718) 797-3661,http://www.artsaction.com/,423 Atlantic Ave,,Brooklyn,11217,-73.98338749,40.68664178
Arts at University Settlement/Speyer Hall,(212) 674-9120,http://www.universitysettlement.org/,185 Eldridge St.,,New York,10002,-73.9911973,40.72068015
Arts Du Monde,(212) 243-4477,http://www.artsdumonde.net/,40 W 25th St,,New York,10010,-73.99092836,40.74358397
Arts India,(212) 725-6092,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,206 5th Ave,,New York,10010,-73.98879876,40.74320506
Arts Proper International Inc,(212) 586-2810,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,24 W 57th St,,New York,10019,-73.97562042,40.76346975
Artscope Inc,(212) 838-0475,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,502 Park Ave,,New York,10022,-73.97009199,40.76325412
Ash Fine Art,(212) 734-0100,http://local.botw.org/New_York/New_York/Ash_Fine_Art/56447074.html,51 E 78th St,,New York,10021,-73.96183533,40.77553584
Asher Gallant Gallery,(212) 755-6770,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,62 E 55th St,,New York,10022,-73.97259126,40.7606796
Ashione Art Gallery,(212) 229-0899,http://www.yelp.com/biz/ashione-art-gallery-new-york,41 Perry St,,New York,10014,-74.00280458,40.7357165
Ashoka Crafts,(212) 579-9040,http://www.ashokacrafts.com/,202 W 77th St,,New York,10024,-73.97994523,40.78157133
Atelier A-E Ent,(212) 620-8103,http://www.atelierae.com/Contact.php,35 West 23rd Street,#3,New York,10010,-73.99087594,40.74237389
Atelier International Art Group Inc,(212) 431-0630,http://www.atelierart.com/,594 Broadway,,New York,10012,-73.99671188,40.72480609
Atlantic Gallery,(212) 219-3183,http://www.atlanticgallery.org/,135 West 29th St,suite 601,New York,10001,-73.99143108,40.74746646
Atmosphere Galleries Inc,(212) 343-9115,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,134 10th Ave,,New York,10011,-74.00600863,40.74476247
Audiello Fine Art Inc,(212) 675-9082,http://www.massimoaudiello.com/,526 W 26th St,,New York,10001,-74.00442202,40.75009455
Audrey C Art & Jewels,(212) 755-8979,http://wap.outalot.com/listings/278910-Audrey-C-Art-Jewels,167 E 61st St,,New York,10021,-73.9657204,40.76324997
Australian Aboriginal Fine Art Gallery Of New York,(917) 459-8874,http://www.aboriginalvisions.com/,1255 5th Ave,,New York,10029,-73.95015416,40.79501691
Av Art Gallery & Custom Framing Inc,(646) 486-3781,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,235 8th Ave,,New York,10011,-73.99938014,40.74461575
Available Art Llc,(917) 237-1668,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,204 Dean St,,Brooklyn,11217,-73.98529286,40.68530879
AVC Contemporary Arts Gallery,(212) 888-1122,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,41 E. 57th St.,,New York,10022,-73.97167803,40.76218379
Avshalom Eitan Fine Arts,(212) 928-0760,http://fine-art.d-vers.com/,461 Fort Washington Ave,,New York,10033,-73.93866148,40.85075794
Axelle Fine Art,(718) 246-1800,http://www.axelle.com/,312 Atlantic Ave,,Brooklyn,11201,-73.98851198,40.68807778
Axelle Fine Arts Gallery Ltd,(212) 226-2262,http://www.axelle.com/index.html,148 Spring St,,New York,10012,-74.00149048,40.724118
Aztec Marketing Co,(212) 791-3317,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,90 John St,,New York,10038,-74.00648309,40.70789857
Back To Africa Imports,(212) 462-4848,http://www.back2africa.com/,6 W 26th St,,New York,10010,-73.98868277,40.74347151
Back To Roots Inc,(718) 649-3297,http://www.merchantcircle.com/business/Back.to.Roots.Inc.718-649-3297,440 Montauk Ave,,Brooklyn,11208,-73.87589511,40.66731504
Bag One Arts,(212) 595-5537,http://local.botw.org/New_York/New_York/Bag_One_Arts/1353721.html,110 W 79th St,,New York,10024,-73.97606172,40.78195248
Balalaika Arts & Crafts From Russia & Former Ussr,(212) 722-2594,http://local.botw.org/New_York/New_York/Balalaika_Arts_and_Crafts_From_Russia_and_Former_Ussr/34339337.html,313 E 95th St,,New York,10128,-73.94657506,40.78336845
BALMAR REALTY,(212) 702-0132,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,155 E 55TH ST,,New York,10022,-73.96906466,40.75945091
Barbara Gladstone Gallery,(212) 206-9300,http://www.gladstonegallery.com/,515 W 24th St,,New York,10011,-74.00450715,40.7488804
Baron Boisante Editions,(212) 924-9940,http://www.baronboisante.com/,421 Hudson St,,New York,10014,-74.00725575,40.72988711
Barrington Gallery of London Ltd,(212) 302-9546,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,572 5th Ave,,New York,10036,-73.97908152,40.75650243
Bayo Studios,1-800-939-2296,http://bayostudio.com/,210 Varet Street,,Brooklyn,11206,-73.93513086,40.70365264
Beadleston Gallery,(212) 581-7544,http://www.artincontext.org,724 5th Ave,,New York,10019,-73.97451739,40.76260577
Behr Thyssen Ltd,(212) 431-7459,http://www.behr-thyssen.com/,165 Hudson Street,,New York,10013,-74.00854193,40.7221639
Belanthi,(718) 624-9420,http://yp.blogflux.com/directory/us/new-york/brooklyn/belanthi-142-court-st/,142 Court St,,Brooklyn,11201,-73.9929238,40.68920182
Bellwether Gallery,(212) 929-5959,http://www.bellwethergallery.com/,134 10th Ave,,New York,10011,-74.00592594,40.74473102
Bench Dogs,(718) 486-7338,http://yp.blogflux.com/directory/us/new-york/brooklyn/bench-dogs-60-broadway/,60 Broadway,,Brooklyn,11211,-73.96628258,40.71032151
Benedetti Gallery Inc,(212) 226-2238,"http://www.wcities.com/en/record/298,64993/33/record.html",52 Prince St,,New York,10012,-73.99603744,40.72326204
Bernarducci Meisel Gallery,(212) 593-3757,http://www.bernarduccimeisel.com/index.php,37 W 57th St,,New York,10019,-73.97603744,40.764065
Bernstein David Primitive Art,(212) 794-0389,http://www.precolumbianart4sale.com/,737 Park Ave,,New York,10021,-73.96377491,40.77042906
Berry-Hill Galleries Inc,(212) 744-2300,http://www.berry-hill.com/home.html,11 E 70th St,,New York,10021,-73.96674309,40.77084483
Beverly Sacks Fine Art,(212) 583-9798,http://sacksfineart.com/,229 E 60th St,,New York,10022,-73.96480041,40.76175802
Beyond the Wall,(212) 622-7350,http://shop.beyondthewall.com/,529 5th Ave,Fl 7,New York,10017,-73.97967537,40.75443328
BICYCLE PAINTINGS.COM,(917) 771-8537,http://www.bicyclepaintings.com/,106 Ridge Street,,New York,10002,-73.98314703,40.71868692
Big Cat Gallery,(212) 982-6210,http://www.tonyfitzpatrick.com/big_cat_gallery.htm,154 Orchard Street,,New York,10002,-73.98866228,40.72079933
Bill Bace Gallery,(212) 219-0959,http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html,39 Wooster St,,New York,10013,-74.00271112,40.72252117
Bill Hodges Gallery,(212) 333-2640,http://www.billhodgesgallery.com/,24 W 57th St,,New York,10019,-73.97553999,40.763437
Bitforms,(212) 366-6939,http://www.bitforms.com/index.php,529 W 20th St,,New York,10011,-74.0068296,40.74649787
Black & Black Art Gallery,(718) 658-9203,http://www.yelp.com/search?find_loc=Jamaica%2C+Queens%2C+NY&cflt=galleries,9215 Merrick Blvd,,Jamaica,11433,-73.79336576,40.7054239
Black & White Gallery Inc,(718) 599-8775,http://www.blackandwhiteartgallery.com/,483 Driggs Ave,,Brooklyn,11211,-73.95464223,40.71844238
Bleier Milton A Corp,(212) 533-1730,http://miltonbleier.com/,386 Park Ave,,New York,10016,-73.97287193,40.75960676
Blue Mountain Gallery Inc,(646) 486-4730,http://www.bluemountaingallery.org,530 W 25th St,,New York,10001,-74.00476842,40.74923625
Bodanna Inc,(212) 388-0078,http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078,123 E 7th St,,New York,10009,-73.98411975,40.72652721
Bolivar Arellano Gallery,(212) 420-1263,http://www.bolivararellanogallery.com/,420 E 9th St,,New York,10009,-73.98391618,40.72761183
Bonakdar Jancou Gallery,(212) 414-4144,http://www.tanyabonakdargallery.com/,521 W 21st St,,New York,10011,-74.00611786,40.74700169
BORDEN JANET INC,(212) 431-0166,http://www.janetbordeninc.com/current/,560 BROADWAY,,New York,10012,-73.99768478,40.7240463
Bose Pacia Modern,(212) 989-7074,http://www.bosepacia.com/,508 W 26th St,,New York,10001,-74.00359349,40.74976022
Bound and Unbound,(212) 463-7348,http://oneartworld.com/Bound+_26+Unbound.html,601 W. 26th St,12th Fl.,New York,10001,-74.00687162,40.75159814
Bowery Gallery,(646) 230-6655,http://www.bowerygallery.org/,530 W 25th St,,New York,10001,-74.00484544,40.74926984
Brenda Taylor Gallery,(212) 463-7166,http://www.brendataylorgallery.com/,511 W. 25th Street,#401,New York,10001,-74.00382577,40.74935025
Bridgewater Gallery of Fine Arts Inc,(212) 674-3650,http://www.bwfinearts.com/,176 East 3rd Street,Suite 5G,New York,10009,-73.98412586,40.72292592
Bronx River Art Center,(718) 589-5819,http://www.bronxriverart.org/,1087 East Tremont Ave,,Bronx,10460,-73.87815507,40.84059709
Brooke Alexander Gallery,(212) 925-4338,http://www.baeditions.com/,59 Wooster St.,,New York,10012,-74.00226166,40.72320925
Brooklyn Arts Exchange,(718) 832-0018,http://bax.org/,421 Fifth Ave.,,Brooklyn,11215,-73.98543282,40.66976942
Brooklyn Fireproof,(718) 456-7570,http://www.brooklynfireproof.com/,119 Ingraham St,(at Porter Ave),Brooklyn,11237,-73.92918028,40.70788793
Broome Street Gallery the,(212) 226-6085,http://www.anny.org/2/gallery.html,498 Broome St,,New York,10013,-74.00262453,40.72338629
Bruce Palmer Galleries,(212) 595-6651,http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159,180 Riverside Drive,#6E,New York,10024,-73.97712674,40.79219979
Bruce Silverstein Gallery,(212) 627-3930,http://www.brucesilverstein.com/,504 W. 22nd St.,,New York,10011,-74.00514719,40.74712573
Bruton Gallery Inc,(212) 980-1640,http://www.brutongallery.co.uk/,40 E 61st St,Apt 12A,New York,10021,-73.96984506,40.76431098
Buzzco Assoc Inc,(212) 473-8800,http://www.buzzzco.com/,33 Bleecker St,,New York,10012,-73.99375529,40.72583067
C & M Arts,(212) 861-0020,http://ny.serviceslisted.com/1655047-CMArts.htm,45 E. 78th St.,,New York,10021,-73.96202951,40.77561747
Caelum Gallery,(212) 924-4161,http://www.caelumgallery.com/,526 W 26th St,,New York,10001,-74.00446732,40.75002305
Caldwell Snyder Gallery,(212) 387-0208,http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208,451 W Broadway,,New York,10012,-74.00041761,40.72589116
Candyland Films,(212) 219-2500,http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx,446 Broadway,,New York,10013,-74.00091722,40.72028153
Caravan International Co,(212) 772-7160,http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx,210 E 86th St,,New York,10028,-73.95350252,40.77813815
Carboni Inc,(212) 944-1566,http://www.yellowspinny.com/carboni+inc/bus-91954/,2 W 45th St,Ste 1702,New York,10036,-73.98021698,40.75545955
Carley Ann M Atty,(212) 334-7993,http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx,73 Spring St,,New York,10012,-73.99736114,40.72263369
Carlton Rochell,(212) 759-7600,http://www.carltonrochell.com/,41 E 57th St,,New York,10022,-73.97170664,40.76238725
Carnegie Frame Inc,(212) 307-7240,http://carnegieframing.com/,160 W 55th St,,New York,10019,-73.98077112,40.76385541
Cartoon Gallery,(718) 793-4714,http://local.botw.org/New_York/Forest_Hills/Cartoon_Gallery/2547832.html,7028 Austin St,,Forest Hills,11375,-73.84605039,40.72038139
Cartoonews Gallery,(212) 223-4666,http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html,721 5th Ave,,New York,10022,-73.97410777,40.76231329
Casa Linda Galleries Inc,(212) 534-1847,http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx,300 E 95th St,,New York,10128,-73.947383,40.78335247
Casey M Kaplan Inc,(212) 645-7335,http://www.caseykaplangallery.com/,416 W 14th St,,New York,10014,-74.00652923,40.7411325
Catherine Conway Inc,(212) 627-9344,http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx,112 W 13th St,,New York,10011,-73.9982052,40.73684463
Cavaliero Fine Arts,(212) 947-1031,http://www.cavalierofinearts.com/,242 W 36th St,,New York,10018,-73.99156926,40.75282327
Cavin-Morris,(212) 226-3768,http://www.cavinmorris.com/,560 Broadway,Ste.405B,New York,10012,-73.99779868,40.72389909
Cds Gallery,(212) 772-9555,http://www.artnet.com/gallery/112614/cds-gallery.html,74 E 79th St,,New York,10075,-73.96117092,40.77570414
Celtic Art,(718) 482-7624,http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html,2415 Jackson Ave,,Long Island City,11101,-73.94476783,40.74640143
Century Artists Inc,(212) 367-7072,http://www.newcenturyartists.org/,530 W 25th St,,New York,10001,-74.00473558,40.74941973
Ceres Gallery,(212) 947-6100,http://www.ceresgallery.org/,547 W 27th St,,New York,10001,-74.00452369,40.75132406
Ceres Gallery,(212) 226-4725,http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm,584 Broadway,,New York,10012,-73.99703729,40.72479496
Cfm Gallery,(212) 966-3864,http://www.cfmgallery.com/,112 Greene St,,New York,10012,-73.9994251,40.72457191
Chappell Gallery,(212) 414-2673,http://www.chappellgallery.com/,526 W 26th St,,New York,10001,-74.00446166,40.75015743
Chat Noir Design,(212) 567-5223,http://www.yelp.com/biz/chat-noir-design-new-york,295 Bennett Ave,Apt 3A,New York,10040,-73.93207459,40.85929737
Cheim & Read,(212) 242-7727,http://www.cheimread.com/,547 W 25th St,,New York,10001,-74.00513583,40.75001941
Chelsea Ceramic Guild,(212) 243-2430,http://www.chelseaceramic.com/,233 W 19th St,,New York,10011,-73.99869441,40.7423876
China 2000,(212) 588-1198,http://newyork.jadynave.com/view/comid/27328378/where/New+York-NY/comname/China-2000,5 E 57th St,,New York,10022,-73.97319627,40.76285383
China 2000 Fine Arts,(212) 472-9800,http://www.china2000fineart.com/,434A East 75th Street,,New York,10021,-73.95334299,40.76900976
Chinatown Frame & Art Inc,(212) 219-2828,http://local.botw.org/New_York/New_York/Chinatown_Frame_and_Art_Inc/157823519.html,40 Elizabeth St,,New York,10013,-73.99658768,40.71670513
Chinoh Art Gallery,(212) 255-0377,http://web2.userinstinct.com/30816040-chinoh-art-gallery.htm,69 5th Ave,,New York,10003,-73.99315956,40.73615406
Chowder Inc,(212) 352-0202,http://www.chowderinc.com/,15 W 18th St,,New York,10011,-73.99281171,40.73915341
Christiane Nienaber Contemporary Art,(212) 358-0577,http://www.rateitall.com/i-409436-christiane-nienaber-contemporary-art.aspx,191 Chrystie St,,New York,10002,-73.99227383,40.72199731
Christine Burgin Gallery,(212) 462-2668,http://www.christineburgin.com/,243 W 18th St,,New York,10011,-73.99954508,40.74199886
Cinque Gallery,(212) 966-3464,http://www.nyc-arts.org/organizations/view/id/125,560 BROADWAY,,New York,10012,-73.99759294,40.72397735
Claire Oliver Fine Arts Inc,(212) 929-5949,http://www.claireoliver.com/,513 West 26th Street,,New York,10001,-74.00338485,40.75008883
Clampart,(646) 230-0020,http://www.nileguide.com/destination/florence/things-to-do/clampart/385759,531 W 25th St,,New York,10001,-74.0046388,40.74977518
Clementine Gallery,(212) 243-5937,http://www.clementine-gallery.com/,623 W 27th St,,New York,10001,-74.00610794,40.75209329
Clinton Hill Simply Art & Framing,(718) 857-0074,http://clintonhillframe.blogspot.com/,583 Myrtle Ave,,Brooklyn,11205,-73.96081859,40.69419974
Coda Gallery,(212) 334-0407,http://www.codagallery.com,472 Broome St,,New York,10013,-74.00156429,40.72289524
Cole Sylvan Gallery,(212) 333-7760,http://www.merchantcircle.com/business/Cole.Sylvan.Gallery.212-333-7760,101 W 57th St,,New York,10019,-73.9773564,40.7646577
College of Staten Island - Center for the Arts,(718) 982-2000,http://www.cfashows.com/,2800 Victory Blvd.,,Staten Island,10314,-74.14969499,40.59966212
Columbia University - Miriam and Ira D.Wallach Art Gallery,(212) 854-7288,http://www.columbia.edu/cu/wallach/,1190 Amsterdam Ave,Schermerhorn Hall,New York,10025,-73.9604169,40.80854103
Columbus Art Gallery Inc,(212) 875-1678,http://columbusartgallery.net/home%201.html,588 Columbus Ave,,New York,10024,-73.97130508,40.78831274
Columbus Circle Gallery,(212) 489-6694,http://www.yelp.com/biz/columbus-circle-gallery-new-york,1800 Broadway,,New York,10019,-73.98122765,40.7673376
Commerce Graphics Ltd Inc,(212) 517-7648,http://www.commercegraphics.com/,504 E 74th St,,New York,10021,-73.95232973,40.76774168
Common Ground,(212) 620-3122,http://artguide.net/jfk/data/g114640.htm,55 W 16th St,,New York,10011,-73.99533453,40.73868808
Conner Rosenkranz,(212) 517-3710,http://www.crsculpture.com/,19 E 74th St,,New York,10021,-73.96490959,40.77346566
Contemporary African Art,(212) 749-8848,http://www.contempafricanart.com/,330 W 108th St,,New York,10025,-73.96880032,40.80321374
Contemporary art gallery in Chelsea. Wooster Gardens,(212) 929-2262,http://www.nyc.com/arts__attractions/wooster_gardens.157/editorial_review.aspx,558 Broadway,,New York,10012,-73.9975943,40.72367259
Cook Fine Art,(212) 737-3550,http://www.cookfineart.net/,1063 Madison Ave,,New York,10028,-73.96110243,40.77724264
Coploff Gallery,(212) 674-1024,http://www.artincontext.org/gallery/gallery_main.aspx?id=974,526 W. 26th Street,,New York,10001,-74.00455453,40.75002047
Cordier & Ekstrom Inc,(212) 988-8857,http://66.111.11.24/arts__attractions/coploff_gallery.1580/editorial_review.aspx,417 E 75th St,,New York,10021,-73.95352973,40.76951266
"Corning Gallery at Steuben, The",(646) 497-3744,http://www.cmog.org/dynamic.aspx?id=1670,667 Madison Ave.,,New York,10017,-73.97028166,40.76449625
Cowles Charles Gallery Inc,(212) 925-3500,http://www.cowlesgallery.com/,537 W 24th St,,New York,10011,-74.00542084,40.74933736
Creative Art USA Inc,(212) 727-7119,http://www.nyc.com/arts__attractions/creative_art_usa_inc.776/editorial_review.aspx,30 Vandam St,,New York,10013,-74.00497462,40.72615456
Crg Art Gallery,(212) 229-2766,http://www.crggallery.com/,535 W 22nd St,,New York,10011,-74.00613862,40.74779197
Criswick Assoc,(212) 490-2337,http://www.hotfrog.com/Companies/Criswick-Assoc_8029757,325 E 41st St,Apt 1108,New York,10017,-73.97180489,40.74901948
Crown Art Gallery Inc,(212) 757-8255,http://www.manta.com/coms2/dnbcompany_9bq07c,1609 Broadway,,New York,10019,-73.98510259,40.76062954
Crystal Art Gallery,(212) 725-5668,http://www.nyc.com/arts__attractions/crystal_art_gallery.693/editorial_review.aspx,230 5th Ave,,New York,10001,-73.98844468,40.74413705
Cuban Art Space,(212) 242-0559,http://www.cubanartspace.net/gallery/index.php,231 West 29th Street,4 Fl,New York,10001,-73.99422633,40.74865954
Cuchifritos,(212) 598-4124,http://www.aai-nyc.org/cuchifritos/titlepage.html,120 Essex St,,New York,10002,-73.98763036,40.71913487
Culture Art Gallery Llc,(212) 226-8921,http://hi.nelso.in/us/place/51090/,415 W Broadway,,New York,10012,-74.00137305,40.72477529
Culture Crossing Inc,(212) 427-2220,http://www.city-data.com/businesses/672748084-culture-crossing-inc-new-york-ny.html,40 E 94th St,Apt 29D,New York,10128,-73.9546693,40.78558211
Curatorial Art Advisory Service,(212) 463-0586,http://www.nyc.com/arts__attractions/curatorial_art_advisory_service.1721/editorial_review.aspx,5 E 16th St,,New York,10003,-73.99183911,40.73721434
Cypher Editions,(212) 274-0272,http://www.nyc.com/arts__attractions/cypher_editions.962/editorial_review.aspx,22 Wooster St,Apt 5,New York,10013,-74.00306023,40.72152348
Czech Center,(646) 422-3399,http://www.czechcenter.com/,321 E 73rd St,,New York,10021,-73.956422,40.76912229
Dactyl Foundation for the Arts,(212) 219-2344,http://www.dactyl.org/,64 Grand St.,,New York,10013,-74.00318448,40.72232072
Dai Ichi Arts,(212) 230-1680,http://www.daiichiarts.com/,249 E 48th St,,New York,10017,-73.96959312,40.75395456
Dalva Brothers Inc,(212) 717-6600,http://www.dalvabrothers.com/,52 East 77th Street,,New York,10075,-73.96290104,40.77466685
D'amelio-Terras,(212) 352-9460,http://www.damelioterras.com/home.html?dt=1,525 W 22nd St,,New York,10011,-74.00555202,40.74761065
Damp Frog Productions Inc,(212) 226-6361,http://www.merchantcircle.com/business/Damp.Frog.Productions.Inc.New.York.NY.212-226-6361,1 Orchard St,,New York,10002,-73.99227136,40.71457046
Danese,(212) 223-2227,http://www.danesegallery.com/Main/Introduction.html,535 W 24th St,,New York,10011,-74.00526783,40.74917263
Danette Koke Fine Art,(212) 206-6566,http://danettekokefineart.com/,55 Bethune St,# 318-C,New York,10014,-74.00855042,40.73679551
Daniel H Roberts Studio,(617) 728-4477,http://www.danielroberts.com/phpwcms/index.php,9 Desbrosses Street,,New York,10013,-74.00910863,40.7232345
David Killen Fine Arts,(212) 426-0079,http://www.city-data.com/businesses/579455585-david-killen-fine-arts-new-york-ny.html,1641 3rd Ave,,New York,10128,-73.95066796,40.78201539
David Nolan New York,(212) 925-6190,http://www.davidnolangallery.com/,527 W 29th St,,New York,10001,-74.00267818,40.75221446
Davis Leron Galries,(212) 838-0333,http://www.yelp.com/biz/davis-leron-galries-new-york,746 Madison Ave,,New York,10021,-73.96910832,40.76723679
DC Moore Gallery,(212) 247-2111,http://www.dcmooregallery.com/,724 5th Ave,,New York,10019,-73.97447205,40.76266951
Dca Gallery,(212) 255-5511,http://ny.serviceslisted.com/1654364-DCAGallery.htm,525 W 22nd St,,New York,10011,-74.00542352,40.74755765
De Nagy Tibor Art Gallery,(212) 262-5050,http://www.tibordenagy.com/,724 5th Ave,,New York,10019,-73.97457853,40.76270743
Dean Andree M,(212) 831-0402,http://m.nyc.com/arts__attractions/dean_andree_m.555/map_location.aspx,1035 Park Ave,,New York,10028,-73.95706273,40.77982311
